AreaCode,StoreName,StoreID
710006,SUSANTO PAN GHAR,S00340060
710006,SUNIL PAN GHAR,S00340074
710006,MAJUMDAR PAN GHAR,S00340091
710006,RAY BEKARY,S00340094
710006,AMRIT STORE,S00340095
710006,UAJAL STORE,S00340102
710006,MAA PAN GHAR,S00340107
710006,UMA STORE,S00340109
710006,SRI VARIETY STORE,S00340111
710006,SANDHA STORE,S00340113
710006,KANCHANJANGHA FOODS,S00340114
710006,R KARMAKAR,S00340116
710006,SRI RAM BHANDAR,S00340118
710006,KRISHNA STORE,S00340120
710006,AMAN STORE,S00340121
710006,BISWAS VARIETY,S00340122
710006,ROY GROCARY SHOP,S00340125
710006,BANICK STORE,S00340126
710006,GUPTA STORE 2,S00340129
710006,THIS  THAT,S00340131
710006,BHOMICK STORE,S00340132
710006,NEW BASANTI STORE,S00340133
710006,BASANTI STORE 2,S00340136
710006,NAYAN BHANDAR,S00340137
710006,DAS PAN GHAR,S00340139
710006,TAPAN STORE,S00340141
710006,SEMAA STORE,S00340142
710006,N C PAUL,S00340145
710006,KAMALA BHANDAR,S00340150
710006,PROVAT BHANDAR,S00340153
710006,KAMAL DEY,S00340154
710006,SANKAR PAN GHAR,S00340155
710006,STAR PAN GHAR,S00340158
710006,DEY CHOWDHURY,S00340170
710006,RABI PAN GHARS,S00340171
710006,PUNJAB MOTORS,S00340172
710006,BASU PAN GHAR,S00340173
710006,FOOD  SNACKES,S00340178
710006,ROY STORES,S00340179
710006,LAXMI PAN GHAR,S00340181
710006,RAJDEEP STORE,S00340191
710006,PAUL PAN GHAR,S00340196
700029,G M PROV STORE,S00039650
700029,BARKERY HUT,S00039655
700029,PINE PLACE,S00039659
700029,HOME NEED BAKERY,S00039672
700029,DAR P S,S00039679
700029,BURHAN P S,S00039690
700029,FEROZ DAR P S,S00039691
700029,RATHER PRO STORE,S00039692
700029,DAR AND SONS,S00039693
710006,DIWAR PAN GHAR,S00340205
710006,MAHENDRA PAN GHAR,S00340207
710006,MAA TARA BHANDER,S00340218
710006,GUPTA PAN GHAR,S00340223
710006,MAA KALI SNACKS,S00340224
710006,SONA PAN GHAR,S00340227
710006,CENTRAL SWEETS,S00340229
710006,KRISHNA PAN GHAR,S00340230
710006,BISHU PAN GHAR,S00340233
710006,BIKASH STORES,S00340237
710006,SANJAY FANCY,S00340241
710006,RASTOGI PAN GHAR,S00340242
710006,BISWADEEP TRADERS,S00340243
710006,DAS BROTHER,S00340251
710006,RAJU PAN GHAR,S00340252
710006,ANNOPURNA BHANDAR,S00340254
710006,RITA STORE,S00340255
710006,KALYANI STORE,S00340260
710006,DUTTA BHANDERS,S00340263
710006,BISWAKARMA BHANDAR,S00340264
710006,RAMESH PAN GHAR,S00340267
710006,ANKITA COMMUNICATION,S00340274
710006,MOHENE MONDAL,S00340284
710006,PARIMAL MITRA,S00340304
710006,ANNAPURNA BHANDAR,S00340305
710006,LOKNATH PAN GAHR,S00340313
710006,MAA PAN GHARS,S00340331
710006,GOPAL PERA  BHANDAR,S00340334
710006,JoYATI ENTERPRISE,S00340336
710006,LOKNATH PAN GAHRS,S00340338
710006,DAS STORE,S00340341
710006,RUPAM STORE,S00340361
710006,K C CHANDRA,S00340362
710006,SAHA PAN GHAR,S00340373
710006,NANDI BEKARY,S00340375
710006,PAPPU STORE,S00340376
710006,LOKNATH BHANDAR,S00340379
710006,MAA DURGA BHANDAR,S00340381
710006,RAY BHANDAR,S00340391
710006,DEBNATH PAN GHAR,S00340392
710006,SAHA BHANDAR,S00340394
710006,FULESWARI STORE,S00340395
710006,SUBHA BHANDAR,S00340397
710006,DILIP PAN GHARS,S00340398
710006,PRABHA ENTERPRISE,S00340399
710006,MATRI BHANDARS,S00340407
710006,GURUKRIPA BHANDAR,S00340410
710006,GOUTAM STORE,S00340413
710006,DIPSIKHA RESTURENT,S00340416
710006,PRATIKHA BHANDAR,S00340418
710006,MILAN STORES,S00340419
710006,NAGINA PRASAD,S00340427
710006,APNA BAZAR,S00340428
710006,APNA CHOICE,S00340429
710006,KAMALA STORES,S00340430
710006,BISWAS STORES,S00340432
710006,RADHIKA VARITY STORE,S00340433
710006,KUNDU VARITY STORE,S00340435
710006,D B STORE,S00340437
710006,BASUDEV P C O,S00340438
710006,VARUN CATTERAS,S00340444
710006,SANJAY PAN GHAR,S00340445
710006,JYOTI PAN GHAR,S00340447
710006,SRI KRISHNA STORE,S00340448
710006,ARUN STORE,S00340451
710006,MANAMAYA STORE,S00340457
710006,GOPAL STORES,S00340463
710006,CHOWDHURY STORE,S00340468
710006,RADHA GOBINDA BHANDAR,S00340471
710006,SAHA PAN GHARS,S00340472
710006,SAMBHU STORE,S00340473
710006,SAMIR STORE,S00340474
710006,KRISHAN KANHAIYA STORE,S00340475
710006,RANI STORE,S00340476
710006,CHARU BHANDAR,S00340477
710006,ROY RANI VARITY STORE,S00340478
710006,SANKAR VAWAL,S00340479
710006,S  DUTTA,S00340484
710006,B K SINGH,S00340489
710006,KULDEEP STORE,S00340494
710006,TAZ STORE,S00340499
710006,GITA VARITY STORE,S00340500
710006,MAA BHARATI STORE,S00340501
710006,BISWAJIT BHANDAR,S00340504
710006,PIYALI STORE,S00340505
710006,MAA ANJALI BHANDAR,S00340508
710006,PAPPU SAHA,S00340509
710006,SHREYA STORE,S00340510
710006,SANTOSH STORE,S00340512
710006,HIMADRI STORE,S00340513
710006,SANJIB DUTTA,S00340514
710006,GOSH TELECOM,S00340517
710006,PRASAD GRAIN STORE,S00340537
710006,SATRUGHNA BHANDAR,S00340539
710006,BANSAL STORE,S00340540
710006,PRITAM STORE,S00340541
710006,ADARSHA BHANDAR,S00340557
710006,DEPARTMENTAL STORE,S00340558
710006,DAS VARITIES,S00340562
710006,RANDIP STORE,S00340564
710006,DADA BHAI VARIETY STORE,S00340565
710006,YOUR CHOICE,S00340566
710006,JAI BABA SANNASI BHANDER,S00340567
710006,MAA SARODA BHANDAR,S00340568
710006,USHA BHANDAR,S00340575
710006,SHAHBAZIA GENERALS STORES,S00340583
710006,GREEN VALLIE,S00340587
710006,SAHA BROTHERS,S00340593
710006,SAHA STORES,S00340594
710006,KUSHMANDA STORES,S00340596
710006,PAUL BROTHERSS,S00340598
710006,GANESH HOTEL,S00340599
710006,A T PAUL,S00340608
710006,UMA PAN GHAR,S00340610
710006,MUNNA PAN GHAR,S00340611
710006,SHIVJYOTI PAN GHAR,S00340612
710006,SAHA BHANDARS,S00340616
710006,DAM BHANDAR,S00340617
710006,PUJA BHANDAR,S00340620
710006,SWAPAN PAN GHAR,S00340623
710006,NEW BALAJI STORE,S00340631
710006,TARACHAND PAN GHAR,S00340635
710006,GANESH STORE,S00340641
710006,MAHABIRTRADING CO,S00340643
710006,VARITY STORE,S00340647
710006,MANDAL STORE,S00340648
710006,U R S,S00340649
710006,ANNAPURNA BHANDARS,S00340650
710006,UNIQUE STORE,S00340651
710006,VISHAL HELLOW CENTER,S00340652
710006,SISUBALA STORE,S00340653
710006,DUBEY STORE,S00340655
710006,TARZAN PAN GHAR,S00340661
710006,HAMRO HOTEL,S00340668
710006,ROSI SHERPA,S00340670
710006,RAJ KUMAR THAKUR,S00340674
710006,MA ANNAPURNA BHANDER,S00340683
710006,ANNAPURNA STORES,S00340684
710006,SNIDGHA STORES,S00340685
710006,UMA STORES,S00340686
710006,PRAVATI STORES,S00340687
710006,SASHI PAN GHAR,S00340688
710006,APPAYAN STORES,S00340689
710006,UTTAM PAN GHARS,S00340690
710006,SAHA STORES,S00340691
710006,AMIYA BHANDER,S00340692
710006,MILLAN STORE,S00340693
710006,B SAHA,S00340695
710006,NONI PAN GHAR,S00340707
710006,BHOWMIK STORES,S00340708
710006,LOKENATH PAN GHAR,S00340709
710006,SANDHYA STORES,S00340720
710006,MAMTA STORES,S00340721
710006,MAHAMAYA STORES,S00340724
710006,NIRMAL BROTHERS,S00340725
710006,SAMRAT ENTERPRISE,S00340726
710006,BISWAS STORES,S00340730
710006,BABU PAN GHAR,S00340731
710006,MADAN BHANDER,S00340733
710006,PUJA PAN GHARS,S00340735
710006,BISHNU STORES,S00340736
710006,BHOWAL STORES,S00340748
710006,RAJU STORES,S00340749
710006,LAXMI STORESS,S00340750
710006,AROTI STORE,S00340754
710006,GANDHESWARI STATIONERY,S00340755
710006,BIVA STORES,S00340756
710006,DURGA BHANDER,S00340758
710006,PABITRA STATIONERY,S00340759
710006,KANAI GOURI BHANDER,S00340761
710006,ANNAPURNA BHANDER,S00340767
710006,SUNITI STORES,S00340774
710006,MAHAMAYA STORESS,S00340775
710006,KAKA STORES,S00340776
710006,LOKENATH PAN GHARS,S00340777
710006,RAHA STATIONERS,S00340778
710006,MAA LAXMI BHANDER,S00340780
710006,SARALA BHANDER,S00340781
710006,LAXMI NARAYAN BHANDERS,S00340782
710006,GANDHESWARI BHANDER,S00340783
710006,NISHA STORE,S00340785
710006,MAAYER ASHIRWAD,S00340787
710006,ARUSHIS,S00340792
710006,BISWAS PAN GHAR,S00340808
710006,SANJAY PAN GHARS,S00340856
710006,GHOSH STORES,S00340931
710006,LAXMI BHANDERS,S00340978
710006,SAHA STORESS,S00340995
710006,S K SAHA,S00341043
710006,TANUSHREE,S00341048
700029,REFRESHMENT POINT,S00039694
700029,ASADULLAH P S,S00039697
700029,RAJ MOHD  P S,S00039700
700029,HOME GUIDE P S,S00039701
700029,SHAHNAWAZ P S,S00039719
700029,HAJI ALI MOHD,S00039770
700029,AYUB G S,S00039775
700029,NATH G S,S00039776
700029,YASEEN G S,S00039777
700029,BISMILLAH P S,S00039780
700029,SHABIR KIRYANA,S00039782
700029,AMIN P S,S00039783
700029,WORLD TELECOM,S00039784
700029,BABA P S,S00039786
700029,RIYAZ P S,S00039789
700029,HELPLINE,S00039792
700029,NEEDS,S00039799
700029,MODERN BAKERY,S00039838
700029,N P P S,S00039839
700029,KHAN P S,S00039840
700029,KHAN G S,S00039841
700029,SHAHEEN BOOK DEPOT,S00039843
700029,QUALITY SHOP,S00039844
700029,M S DAR P S,S00039845
700029,PARAY G S,S00039846
700029,GEE ENN SONS,S00039847
700029,SIZZLING BUKHARA,S00039849
700029,ALAMDAR G S,S00039850
700029,GLAD HEART,S00039853
700029,CAPCOM,S00039855
700029,M R P S,S00039856
700029,IQBAL P S,S00039859
700029,BHAT G S,S00039860
700029,BHAT G S,S00039861
700029,JAVED P S,S00039862
700029,FUTURE SHOP,S00039876
700029,REFRESHMENT HOUSE,S00039878
700029,DAR P S,S00039879
710006,Sona Pan GharS,S00427018
710006,Jain Enterprise,S00427020
710006,Kundu StoreS,S00427021
710006,Mamu Pan Ghar,S00427026
710006,Shima Store,S00427034
710006,Puja Store,S00427038
710006,Gajen Roy,S00427047
710006,Sangita Store,S00427049
710006,Supriya Store,S00427050
710006,Gopal Bhandar,S00427067
710006,Gobinda Paul,S00427071
710006,MS SANJAY ENTERPRISE,S00427074
710006,Annapurna BhandarS,S00427075
710006,M S  Store,S00427076
710006,N B STORE,S00427079
710006,CHOWDHURY BROTHERS,S00427080
710006,Joy Guru Pan Ghar,S00427082
710006,LALLA PAN GHAR,S00427083
710006,Humil Milk Parlaur,S00427085
710006,P N  Gupta,S00427095
700029,DAR NEWS AGENCY,S00039880
700029,RAFIQ P S,S00039881
700029,FRIENDS P S,S00039882
700029,MALIK P S,S00039883
700029,MALIK TRADERS,S00039884
700029,SHEIKH P S,S00039885
700029,BHAT P S,S00039886
700029,CHOCLATE SHOP,S00039888
700029,GULBERG G S,S00039892
700029,GUPTA G S,S00039895
700029,PARAY G S,S00039896
700029,GH RASOOL BUDDO,S00039897
700029,JAVED P S,S00039902
700029,BEIGH P S,S00039903
700029,BISMILLAH P S,S00039904
700029,SHABIR P S,S00039905
700029,SHAFI P S,S00039906
700029,EVEGREEN,S00039913
700029,RIYAZ P S,S00039914
710006,New Dam Gift House,S00427110
710006,Madan Pan Ghar,S00427113
710006,JAI MA LAXMI BHANDAR,S00427117
710006,Kalu Store,S00427126
710006,SHAMBHU PAN GHAR,S00427139
700029,SAJAD G S,S00039916
700029,GOUSIA P S,S00039917
700029,GOUSIA STATIONERY,S00039919
700029,JAWAD P S,S00039921
700029,GH MOHD P S,S00039926
700029,HOTLINE,S00039930
700029,GULZAR G S,S00039931
700029,STAR G S,S00039932
700029,RAYEES P S,S00039934
700029,AZAD G S,S00039935
700029,WANI G S,S00039936
700029,SARTAJ P S,S00039941
700029,I R P TELECOM,S00039948
700029,NAZIR P S,S00039955
700029,I B TRADERS,S00039956
700029,M Y COLLECTION,S00039960
700029,BEIGH UTILITY,S00039991
700029,BHAT ENTERPRISES,S00039993
700029,BHAT AND SONS,S00039995
700029,CHALAK FOODS,S00039998
700029,MIR P S,S00039999
700029,ICE BLAST,S00040000
700029,DAR P S,S00040001
700029,ZAHOOR ENTERPRISES,S00040003
700029,WANI G S,S00040005
700029,SHABIR G S,S00040021
700029,HILAL P S,S00040032
700029,IRSHAD P S,S00040040
700029,RIYAZ P S,S00040041
700029,ASHRAF P S,S00040042
700029,GH  RASOOL P S,S00040045
700029,NAZIR P S,S00040048
700029,MIR P S,S00040051
700029,TANTRAY G S,S00040059
700029,MIR BROTHERS,S00040063
700029,BHAT PROV STORE,S00040065
700029,SOFI P S,S00040066
700029,AJAZ P S,S00040072
700029,DAR P S GH MOHD DAR,S00040074
700029,SHAFI P S,S00040078
700029,DAR P S,S00040085
700029,BASHIR P S,S00040086
700029,KHAN P S,S00040088
700029,CHAUDHARY P S,S00040089
700029,YASEEN G S  ,S00040090
700029,WANI P S,S00040092
700029,HAMEED HOME NEED,S00040093
700029,BABA P S,S00040095
700029,SHAH P S,S00040097
700029,KHAN UTILITY,S00040099
700029,SHAH PROVISTION STORE ASHIF,S00040100
700029,FOOD WORLD,S00040102
700029,BHAT P S,S00040104
700029,HOME PLAZA,S00040105
700029,SHALIMAR G S,S00040106
700029,FRIENDS G S,S00040107
700029,SOFT HUB,S00040108
700029,DAR P S,S00040109
700029,M I P S,S00040110
700029,BHAT P S,S00040111
700029,SOFI P S,S00040114
700029,VOICE WORLD,S00040117
700029,SHAFI PROV STORE,S00040123
700029,MOHD  SADIQ,S00040124
700029,D K COOL POINT,S00040125
700029,COLD BAKERY,S00040126
700029,AAINA P S,S00040129
700029,DAR BROVII,S00040131
700029,BIG CHOICE,S00040132
700029,MALIK P S,S00040135
700029,HILAL PROV STORE,S00040136
700029,MIR P S,S00040227
700029,MARINA HOME NEEDS,S00040231
700029,MUDASIR G S,S00040232
700029,NEEDS PICK  And CHOOSE,S00040235
710006,CHATTAN PAN GHAR,S00476816
710006,UMA STORES,S00476817
710006,GANESH VARIETY STORE,S00476821
710006,ILA STORE,S00476822
710006,SHREE GURU BHANDAR,S00476823
710006,GOPAL MALLICK,S00476826
710006,GHOSH VARIETY STORES,S00476831
710006,NANDI STORES,S00476835
710006,KATHA BARTHA,S00476837
710006,HARANDAR BHANDAR,S00476840
710006,PRIYA STORE,S00476847
710006,NEW VARITY STORE,S00476848
710006,MAMTA STORE,S00476849
710006,KARUNA COMMUNUCATION,S00476852
710006,SATYANARAYAN STORE,S00476854
710006,MAA PAN GHARS,S00476857
710006,DIPAK VARITY STORE,S00476860
710006,MONDAL STORE,S00476863
710006,MONOROMA STORE,S00476878
710006,LAXMI SWEETS,S00476880
710006,DEEP STORE,S00476884
710006,DEB STORE,S00476885
710006,LOKNATH BHANDARS,S00476896
710006,DAS BHANDAR,S00476898
710006,RATNA BHANDAR,S00476899
710006,TALE TALKIS,S00476905
710006,RAHA STORE,S00476907
710006,BINITA STORE,S00476911
710006,MAYA PAN GHAR,S00476919
710006,NARAYAN PAN GHAR,S00476936
710006,JOGA JOG,S00476937
710006,KUNDU STORES,S00476939
710006,ARUN PAN GHARS,S00476940
710006,SAHA UNIVERSE,S00476974
710006,GOPAL VARIETY STORES,S00476975
710006,ANKITA STORESS,S00476986
710006,PRAKASH PAN GHAR,S00477087
710006,DURGA STORE,S00477088
710006,BABA LOKENATH STORE,S00477127
710006,SANKARI PAN GHAR,S00477128
710006,ANONDO BHANDAR,S00477129
710006,SAHANI PAN GHAR,S00477134
710006,KESHORAM AGARWAL,S00477137
710006,DAS STORES,S00477161
710006,KRISHNA MOBILE SARVISE,S00477163
710006,JOGAMAYA BHANDAR,S00477164
710006,PRATIDIN,S00477165
710006,SANTINAGAR STORE,S00477177
710006,BABALOKENATH PAN GHAR,S00477178
710006,MALATI STORE,S00477179
710006,DUTTA VARIETY STORES,S00477181
710006,SHREEJAIN STORE,S00477183
710006,SANTI BHANDAR,S00477184
710006,DUTTA VARIETY CENTER,S00477185
710006,RAJESH PAN GHAR,S00477195
710006,KARTIK TELECOM,S00477198
710006,CHOTON PAN GHAR,S00477199
710006,PAPIYA MANOJIT STORE,S00477214
710006,SHA GENERAL STORE,S00477230
710006,MATRI BHANDARS,S00477233
710006,SHIV SANKAR BHANDAR,S00477234
710006,SHIV SHAKTI BHANDAR,S00477235
710006,TARUN RETAIL,S00477236
710006,JAY MAA SANTOSH STORES,S00477239
710006,BATSHI STORE,S00477242
710006,S PAUL,S00477244
710006,SANDHYA STORE,S00477245
710006,SATAYAN STORE,S00477249
710006,SUNANDA VARIETY,S00477260
710006,TAPASH STORE,S00477262
710006,MOUSUMI STORE,S00477267
710006,SUJOY STORE,S00477268
710006,MAA STORE,S00477271
710006,SHIVAM VARIETY STORE,S00477276
710006,TAPAS STORE,S00477293
710006,MAHARAJ PAN GHAR,S00477297
710006,LAXMI PAN GHARS,S00477307
710006,KUNUDO COMMUNICATION,S00477318
710006,SUKUMAR PAN BHANDAR,S00477321
710006,SHIPRA STORE,S00477324
710006,ANIMIKA PAN GHAR,S00477327
710006,PRITY PAN GHAR,S00477328
710006,GHOSH BHANDAR,S00477331
710006,PAUL PAN BHANDAR,S00477332
710006,DIPAK PAN GHAR,S00477333
710006,NEW SAJMAHAL,S00477334
710006,BHATACHAJEE STORE,S00477341
710006,MANTI BHANDAR,S00477342
700029,KHAN PRO  STORE ,S00040239
700029,BAGDADI RESTRA ,S00040241
700029,LATEEF PROV STORE,S00040242
700029,NEEDS G S,S00040244
700029,AL AZIZ FOODS,S00040248
700029,ZAFAR ENTERPRISES,S00040249
700029,MAJEED PRO  STORE,S00040252
700029,BASHIR P S,S00040254
700029,REHMAN P S,S00040255
700029,TOUSEEF P S,S00040266
700029,WANI P S,S00040270
700029,FEROZ G S,S00040271
700029,RAINBOW GIS,S00040272
700029,NEW JEHANGIR BAKERY,S00040275
700029,HIGHWAY HALT ,S00040285
700029,ADIL TEA STALL,S00040286
700029,ISAQ TEA STALL,S00040288
700029,RAMZAN G S,S00040292
710006,MANGLESOORI STORE,S00477410
710006,PAN POINT,S00477421
710006,RICK PAN GHAR,S00477433
710006,SUJOY PAN GHAR,S00477434
710006,SARKAR PAN GHAR,S00477437
710006,DEV PAN GHAR,S00477449
710006,GITANJALI STORESS,S00477472
710006,SHING STORES,S00477474
710006,SAMITA PAN GHAR,S00477483
710006,NARAYAN BHANDAR,S00477486
710006,GORI  VARIETY,S00477490
710006,BHOLE BABA STORE,S00477491
710006,DADA BHAI PAN GHARS,S00477508
710006,BINITA STORES,S00477535
710006,BABA LOKNATH PAN GHAR,S00477557
710006,SHYAMA BHANDAR,S00477573
710006,RASHMANI BHANDAR,S00477576
710006,BIKASH STORE,S00477592
710006,MAA KOWSALYA,S00477603
710006,KAMAKHYA BHANDAR,S00477610
710006,GOPAL STORES,S00477619
710006,CHOWRASIA PAN GHARS,S00477655
710006,BIDYALAL SHA,S00477666
710006,DIP STORE,S00477672
710006,JAISWAL STORES,S00477676
710006,BIRENDRA SHA,S00477678
710006,SRI DURGA SHOPPE,S00477680
710006,SAHA COMMUNICATION,S00477683
710006,NANDINI STORE,S00477684
710006,HIRA PAN GHAR,S00477696
710006,PRADHAN ROY STORE,S00477699
710006,GAYETRI STORE,S00477700
710006,PRASAD STORES,S00477710
710006,ZINAT STORE,S00477739
710006,SINGH STORE 1,S00477762
710006,B S B ENTERPRISE,S00477763
710006,DEEPAK STORE,S00477768
